gen,best_fitness,avg_fitness,min_fitness,best_energy,avg_energy,min_energy,best_distance,avg_distance,min_distance,member,amplitude,period,duty_cycle,arm_angle_deg,arm_length,member_fitness,member_distance,member_energy
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,12,1.0376,137,0.6351,133.93,0.6066,0.180203,0.488500,0.800441
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,13,0.9368,141,0.9412,27.43,0.3575,2.240057,4.511324,10.742456
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,14,0.0887,363,0.2004,32.31,0.3146,0.000000,0.000146,0.292317
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,15,1.3334,320,0.4850,39.02,1.3697,0.000000,0.000000,0.000000
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,16,0.9816,357,0.5891,142.02,1.1890,0.000000,0.000000,0.000000
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,17,0.9613,433,0.7899,108.28,0.7326,0.191168,0.440671,0.281147
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,18,0.1538,205,0.6721,58.29,1.1622,0.000000,0.048411,0.010258
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,19,0.8032,291,0.5869,146.21,1.4559,0.000000,0.000000,0.000000
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,20,0.2962,237,0.0554,89.32,0.4950,0.070021,0.200972,0.082193
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,21,1.0351,367,0.7779,25.45,0.4457,0.000000,0.046478,2.450027
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,22,0.9615,322,0.4643,103.64,0.5021,0.000000,0.015866,0.289926
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,23,1.4344,208,0.6149,72.84,0.6093,0.085908,0.425008,4.951676
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,24,0.1566,142,0.6660,50.64,0.8218,0.000000,0.030963,0.012274
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,25,0.7164,143,0.1006,90.49,0.9912,0.000000,0.000000,0.000000
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,26,1.8748,91,0.6527,129.45,0.5523,1.204662,2.491600,5.129169
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,27,1.3191,290,0.9103,66.35,0.6958,1.513337,3.045429,6.309441
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,28,1.7494,222,0.3203,140.59,0.9142,1.726207,2.457970,1.518809
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,29,1.9180,420,0.4131,63.85,0.5573,0.009936,0.087946,2.640591
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,30,0.6240,228,0.5560,64.66,0.8041,0.034686,0.129012,0.112855
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,31,1.4709,159,0.4772,110.13,0.4117,0.136128,0.937721,32.155459
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,32,1.8630,140,0.2963,32.41,0.5660,0.301956,0.908049,3.480575
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,33,1.8399,248,0.2479,64.93,1.0845,0.000000,0.000000,0.000000
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,34,0.4947,454,0.5379,42.27,1.1755,0.000000,0.010704,0.069209
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,35,1.2348,476,0.8670,95.84,0.6911,0.346416,0.675044,0.361242
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,36,1.4085,63,0.1272,23.54,1.2785,0.000000,0.000000,0.000000
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,37,0.6204,403,0.6482,137.80,1.4320,0.000000,0.000000,0.000000
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,38,0.8966,74,0.6180,44.28,0.5818,0.288246,1.009776,6.351656
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,39,1.4723,184,0.6655,127.65,0.8025,1.459806,2.048573,1.017166
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,40,0.3532,350,0.7743,85.59,1.1722,0.242754,0.479847,0.136357
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,41,0.9564,434,0.7497,100.61,1.1732,7.662580,5.597376,0.530320
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,42,1.0285,290,0.3053,108.05,1.0719,2.055147,2.368689,0.598859
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,43,0.6753,105,0.8154,139.78,0.5902,0.376140,0.782658,0.706955
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,44,0.3868,316,0.1540,61.84,1.4678,2.568498,2.316732,0.139044
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,45,1.4026,62,0.9367,125.79,1.1405,4.801686,11.589765,52.086426
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,46,1.8440,178,0.2400,145.61,1.3444,0.000000,0.000000,0.000000
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,47,0.7886,126,0.3522,48.04,1.2764,8.479458,8.033935,2.840893
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,48,0.7586,121,0.5010,77.07,1.2195,0.000000,0.000000,0.000000
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,49,0.8289,367,0.0624,41.17,1.3320,0.000000,0.000000,0.000000
1,12.105387,1.169436,0.000000,52.086426,3.680559,0.000000,11.589765,1.559711,0.000000,50,0.7935,398,0.1614,23.26,1.3314,0.078034,0.517232,14.190317
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,1,1.2555,170,0.5697,101.04,1.0836,12.105387,9.058485,1.567975
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,2,0.7886,126,0.3522,48.04,1.2764,8.479458,8.033935,2.840893
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,3,0.1337,355,0.1540,61.84,1.5000,0.023017,0.086096,0.009516
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,4,0.9006,439,0.8508,109.39,1.1732,19.427204,11.052850,0.794731
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,5,1.4723,184,0.6655,127.65,0.8025,1.459806,2.048573,1.017166
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,6,0.9403,272,0.6808,93.77,0.6939,0.132250,0.342440,0.265468
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,7,1.3773,278,0.4243,104.67,1.0337,0.531130,1.012121,0.841099
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,8,1.4523,332,0.6421,116.57,0.9579,0.601629,1.080725,0.752433
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,9,0.7648,277,0.1866,95.95,1.2476,0.000000,0.000000,0.000000
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,10,0.8036,243,0.4296,48.29,1.2815,0.461710,1.121251,2.469591
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,11,1.3210,200,0.6285,127.65,0.8025,0.940438,1.456375,0.754937
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,12,0.8285,307,0.6700,73.41,0.7379,0.081131,0.235481,0.166848
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,13,0.7967,153,0.4059,68.42,0.8777,0.614747,0.970791,0.309065
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,14,1.0330,278,0.2850,115.47,0.7470,0.263208,0.572114,0.414844
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,15,1.7833,203,0.5535,124.16,1.0462,8.977985,7.871014,2.130476
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,16,0.6457,197,0.6116,97.63,1.3140,0.000000,0.000000,0.000000
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,17,1.4518,302,0.4815,125.58,1.0114,0.022137,0.122149,0.862028
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,18,0.9955,126,0.5826,48.04,1.4443,0.000000,0.000000,0.000000
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,19,1.1516,213,0.6290,93.43,0.8469,0.936113,1.369183,0.506161
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,20,1.3191,293,0.8821,59.28,0.4803,0.177573,0.643990,3.649336
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,21,1.6377,105,0.0983,132.34,0.9127,0.000000,0.000000,0.000000
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,22,1.8644,60,0.0500,125.68,0.9043,0.000000,0.000000,0.000000
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,23,1.8600,276,0.3803,145.14,0.8160,0.406467,0.898964,1.203300
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,24,1.1333,90,0.6803,91.68,1.2001,0.000000,0.000000,0.000000
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,25,0.9962,104,0.6196,138.58,0.6644,0.417266,0.890104,1.025273
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,26,0.8372,125,0.9153,27.43,0.3575,0.913691,2.315037,8.151707
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,27,1.2232,423,0.9463,82.10,0.6911,2.556710,2.810105,0.709769
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,28,1.5245,388,0.1849,82.06,0.6572,0.181351,0.753997,6.813336
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,29,2.0000,101,0.0983,139.40,0.8559,2.344407,5.570680,21.236205
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,30,0.8256,281,0.9239,115.39,0.9519,11.157204,7.577520,0.756104
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,31,1.0040,306,0.6241,81.40,0.7894,0.119004,0.320226,0.273248
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,32,1.1241,91,0.6716,90.52,1.2022,0.000000,0.000000,0.000000
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,33,0.8869,480,0.8343,100.61,1.1732,10.363020,6.910310,0.566875
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,34,0.5511,316,0.1540,52.23,1.5000,0.000000,0.000000,0.000000
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,35,1.5918,82,0.9456,125.79,1.1259,4.654587,9.763364,30.848860
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,36,1.1664,158,0.5254,92.03,1.0146,1.783424,2.344321,1.025486
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,37,1.6184,60,0.8515,138.71,1.0774,0.000000,0.000000,0.000000
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,38,0.9230,166,0.4314,114.32,1.0502,0.349293,0.741537,0.685818
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,39,1.4468,98,0.7720,96.67,1.1716,0.000000,0.000000,0.000000
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,40,1.4274,145,0.9500,116.94,1.2475,9.550252,14.717709,24.129226
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,41,0.9646,109,0.8431,118.51,1.1271,0.000000,0.000000,0.000000
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,42,0.4730,139,0.3804,45.54,1.1942,0.236864,0.477987,0.156157
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,43,1.4944,262,0.6700,96.59,0.7848,0.645544,1.149440,0.826262
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,44,1.0741,82,0.5967,107.21,0.9835,0.000000,0.000000,0.000000
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,45,0.6316,159,0.2807,71.16,1.1748,8.791424,6.210364,0.578239
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,46,0.8955,67,0.5652,117.91,1.0715,0.000000,0.000000,0.000000
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,47,0.1077,104,0.6426,22.22,1.0409,0.000000,0.004035,0.012021
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,48,0.4666,460,0.7317,91.59,0.7398,0.017091,0.076948,0.061953
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,49,0.4905,404,0.6094,136.77,0.8132,0.000000,0.034725,0.145066
2,19.427204,2.278700,0.000000,34.324120,3.057632,0.000000,14.717709,2.401212,0.000000,50,0.9821,362,0.8079,110.18,1.2636,4.212454,9.415653,34.324120
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,1,0.9006,439,0.8508,109.39,1.1732,19.427204,11.052850,0.794731
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,2,1.2555,170,0.5697,101.04,1.0836,12.105387,9.058485,1.567975
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,3,1.2053,233,0.5767,86.65,0.8176,0.226500,0.525673,0.466070
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,4,1.3763,236,0.6340,143.78,0.8850,0.751730,1.254448,0.755221
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,5,0.9571,304,0.9500,104.37,0.8811,9.596816,7.024451,0.883514
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,6,1.3017,216,0.6376,122.82,0.7403,0.417633,0.829019,0.651881
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,7,1.8688,219,0.5915,116.84,1.0415,11.332165,9.198275,2.136759
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,8,0.6802,193,0.3713,91.76,1.0071,1.425747,1.699731,0.307220
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,9,1.0215,239,0.4375,72.36,1.0778,0.850649,1.274269,0.477470
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,10,0.7307,286,0.6321,91.73,1.2310,6.177375,4.692971,0.417012
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,11,1.4754,369,0.7219,99.61,1.1224,7.959207,6.409237,1.078765
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,12,1.1983,156,0.8756,100.71,1.0019,0.000000,0.000000,0.000000
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,13,1.1920,397,0.8460,97.63,1.1732,8.555245,10.523351,8.941514
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,14,1.3743,223,0.4146,128.04,1.0376,0.032321,0.162256,1.044856
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,15,0.7188,214,0.5159,92.74,0.9530,0.032219,0.133788,0.269185
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,16,1.3924,171,0.7165,121.09,0.8493,4.727014,4.540818,1.096173
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,17,0.7880,338,0.6562,69.33,0.8572,0.091276,0.253756,0.160357
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,18,0.8073,205,0.6425,82.23,1.1117,5.307093,4.220920,0.401965
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,19,1.1306,458,0.8508,108.92,1.2683,5.670987,9.572752,17.831346
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,20,1.2009,357,0.6474,114.89,1.1259,3.190213,3.249870,0.699651
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,21,1.1043,239,0.8126,120.67,0.8875,4.475498,4.006036,0.626564
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,22,1.7139,219,0.5422,108.63,0.7372,0.199727,0.564639,1.264083
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,23,1.9973,162,0.4281,134.83,1.0462,0.000000,0.000000,0.000000
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,24,1.0289,174,0.3748,89.44,1.1304,0.000000,0.000000,0.000000
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,25,0.6505,346,0.4503,112.90,0.9278,0.018521,0.091336,0.240520
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,26,1.9953,89,0.5552,100.62,1.0233,0.000000,0.000000,0.000000
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,27,0.8597,236,0.8925,56.44,0.6462,0.563015,1.175248,1.595033
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,28,0.8744,384,0.8764,111.49,1.0959,12.515818,7.978873,0.641198
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,29,1.1129,216,0.9364,116.13,1.0930,0.000000,0.000000,0.000000
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,30,0.7446,424,0.8518,129.84,1.4035,0.000000,0.000000,0.000000
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,31,1.2259,242,0.8122,99.78,1.0895,22.435800,13.816909,1.661915
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,32,0.8559,364,0.8546,84.94,1.1153,10.956505,7.059432,0.506825
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,33,1.5961,122,0.9500,116.94,1.2285,0.000000,0.000000,0.000000
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,34,1.3162,356,0.7961,130.60,0.9758,3.089651,3.196711,0.722311
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,35,1.3786,166,0.5697,124.22,1.1171,18.654631,13.086920,2.365047
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,36,1.0712,215,0.6990,124.30,0.9163,2.352875,2.568340,0.561544
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,37,1.1002,174,0.8433,116.10,1.0580,0.000000,0.000000,0.000000
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,38,1.0083,181,0.5988,82.98,1.2006,0.000000,0.000000,0.000000
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,39,1.6494,118,0.7178,129.96,1.1020,0.000000,0.000000,0.000000
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,40,1.2898,254,0.9500,110.15,1.1462,0.000000,0.000000,0.000000
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,41,1.0903,326,0.8872,110.46,1.3079,7.042613,11.772637,22.425657
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,42,0.9515,247,0.7543,120.11,1.1541,23.161974,13.088110,1.090515
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,43,0.9419,362,0.8291,134.71,1.2190,7.240140,6.517202,1.684732
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,44,0.6974,134,0.0931,53.71,1.1765,0.000000,0.000000,0.000000
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,45,0.5839,254,0.5408,71.33,1.2307,0.094454,0.266082,0.205325
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,46,0.4042,463,0.2793,136.26,1.1350,0.000000,0.000000,0.000000
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,47,1.6069,473,0.5819,62.69,1.3576,2.156075,6.121049,36.286735
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,48,0.2190,361,0.1393,46.73,1.0138,0.011077,0.053748,0.015599
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,49,0.1814,71,0.5300,55.88,1.4546,0.026721,0.104942,0.074124
3,23.161974,4.257438,0.000000,36.286735,2.238988,0.000000,13.816909,3.542903,0.000000,50,0.6210,231,0.0925,85.89,1.2764,0.000000,0.000000,0.000000
4,26.728065,9.742342,0.000000,16.008036,1.614937,0.000000,14.132114,6.674127,0.000000,1,0.9515,247,0.7543,120.11,1.1541,23.161974,13.088110,1.090515
4,26.728065,9.742342,0.000000,16.008036,1.614937,0.000000,14.132114,6.674127,0.000000,2,1.2259,242,0.8122,99.78,1.0895,22.435800,13.816909,1.661915
4,26.728065,9.742342,0.000000,16.008036,1.614937,0.000000,14.132114,6.674127,0.000000,3,1.2510,376,0.6926,107.87,1.0303,0.984372,1.451474,0.602887
4,26.728065,9.742342,0.000000,16.008036,1.614937,0.000000,14.132114,6.674127,0.000000,4,1.2307,136,0.7141,95.24,1.0343,0.000000,0.000000,0.000000
4,26.728065,9.742342,0.000000,16.008036,1.614937,0.000000,14.132114,6.674127,0.000000,5,0.7246,193,0.3584,85.84,1.0071,1.956165,2.113586,0.325827
4,26.728065,9.742342,0.000000,16.008036,1.614937,0.000000,14.132114,6.674127,0.000000,6,1.1419,441,0.7380,103.48,1.2176,22.305167,12.525607,0.975026
4,26.728065,9.742342,0.000000,16.008036,1.614937,0.000000,14.132114,6.674127,0.000000,7,0.6954,374,0.8628,94.90,1.0138,2.277517,2.292230,0.274358
4,26.728065,9.742342,0.000000,16.008036,1.614937,0.000000,14.132114,6.674127,0.000000,8,0.9542,429,0.7697,101.33,1.2503,26.728065,14.132114,0.975482
4,26.728065,9.742342,0.000000,16.008036,1.614937,0.000000,14.132114,6.674127,0.000000,9,0.8873,329,0.7711,103.40,1.1837,17.739891,10.466867,0.826027
4,26.728065,9.742342,0.000000,16.008036,1.614937,0.000000,14.132114,6.674127,0.000000,10,0.8024,188,0.7795,97.07,1.0047,12.373110,7.716382,0.536372
4,26.728065,9.742342,0.000000,16.008036,1.614937,0.000000,14.132114,6.674127,0.000000,11,1.2259,242,0.8122,99.78,1.0895,22.435800,13.816909,1.661915
4,26.728065,9.742342,0.000000,16.008036,1.614937,0.000000,14.132114,6.674127,0.000000,12,0.7902,334,0.8872,110.46,1.3078,0.000000,0.000000,0.000000
